0,0,-0.02221,-0.042641
0.05,-0.010674,-0.040364,-0.068951
0.1,-0.021694,-0.058616,-0.095052
0.15,-0.033063,-0.076997,-0.12101
0.2,-0.04478,-0.095534,-0.14688
0.25,-0.056846,-0.11425,-0.17272
0.3,-0.069261,-0.13317,-0.19857
0.35,-0.082025,-0.15232,-0.22449
0.4,-0.09514,-0.17172,-0.25051
0.45,-0.10861,-0.19138,-0.27668
0.5,-0.12242,-0.21132,-0.30303
